20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Genotype;Text3;;;;;;;;;;;;
4;2265;26.81;HFD;KO;Text3-4;;;;;;;;;;;;
5;2195;34.98;HFD;WT;Text3-5;;;;;;;;;;;;
7;2262;37.68;HFD;WT;Text3-7;;;;;;;;;;;;
8;2263;36.32;HFD;KO;Text3-8;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;Temp;O2;CO2;TD;dO2;dCO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[°C];[%];[%];[°C];[%];[%];[ml/h];[ml/h];
09.05.2020;10:47;2195;5;0,4;20,78;0,054;-138,605;0,5;30,1;20,65;0,162;-138,605;0,1314;0,108;41;32;0,786
09.05.2020;10:52;2195;5;0,4;20,78;0,053;-138,605;0,5;30;20,65;0,159;-138,605;0,1289;0,1061;41;32;0,786
09.05.2020;10:57;2195;5;0,4;20,78;0,053;-138,605;0,5;29,9;20,58;0,228;-138,605;0,2014;0,1748;63;53;0,839
09.05.2020;11:02;2195;5;0,4;20,78;0,053;-138,605;0,51;29,8;20,57;0,227;-138,605;0,2038;0,1743;65;54;0,824
09.05.2020;11:07;2195;5;0,4;20,78;0,052;-138,606;0,5;29,7;20,53;0,263;-138,606;0,2468;0,2102;77;63;0,82
09.05.2020;11:12;2195;5;0,4;20,78;0,052;-138,606;0,5;29,7;20,54;0,265;-138,605;0,2419;0,2131;75;64;0,855
09.05.2020;11:17;2195;5;0,4;20,78;0,051;-138,606;0,5;29,7;20,56;0,237;-138,605;0,221;0,1861;69;56;0,809
09.05.2020;11:22;2195;5;0,4;20,78;0,051;-138,605;0,5;29,7;20,54;0,256;-138,605;0,2394;0,2048;74;61;0,824
09.05.2020;11:27;2195;5;0,4;20,78;0,051;-138,605;0,5;29,8;20,54;0,264;-138,605;0,2468;0,2136;77;64;0,836
09.05.2020;11:32;2195;5;0,4;20,78;0,051;-138,605;0,5;29,8;20,6;0,207;-138,605;0,1793;0,1557;56;47;0,84
09.05.2020;11:37;2195;5;0,4;20,78;0,05;-138,606;0,5;29,8;20,63;0,18;-138,605;0,1486;0,1297;46;39;0,845
09.05.2020;11:42;2195;5;0,4;20,78;0,05;-138,605;0,5;29,8;20,64;0,175;-138,605;0,1424;0,1247;44;38;0,848
09.05.2020;11:47;2195;5;0,4;20,78;0,05;-138,605;0,5;29,8;20,65;0,167;-138,605;0,1351;0,1164;42;35;0,832
09.05.2020;11:52;2195;5;0,4;20,78;0,05;-138,605;0,5;29,9;20,65;0,164;-138,605;0,1314;0,1139;41;34;0,838
09.05.2020;11:57;2195;5;0,4;20,78;0,051;-138,605;0,5;29,9;20,64;0,171;-138,605;0,1412;0,1198;44;36;0,816
09.05.2020;12:02;2195;5;0,4;20,78;0,049;-138,605;0,49;30;20,65;0,165;-138,605;0,1351;0,1159;41;34;0,827
09.05.2020;12:07;2195;5;0,4;20,78;0,049;-138,605;0,51;30,1;20,65;0,164;-138,605;0,1363;0,1149;44;35;0,81
09.05.2020;12:12;2195;5;0,4;20,78;0,049;-138,605;0,5;30,1;20,64;0,17;-138,605;0,1424;0,1208;45;36;0,816
09.05.2020;12:17;2195;5;0,4;20,78;0,049;-138,606;0,5;30,1;20,65;0,161;-138,605;0,1351;0,112;43;34;0,794
09.05.2020;12:22;2195;5;0,4;20,78;0,049;-138,605;0,5;29,9;20,64;0,165;-138,605;0,14;0,1159;44;35;0,792
09.05.2020;12:27;2195;5;0,4;20,78;0,049;-138,605;0,5;29,8;20,65;0,161;-138,606;0,1326;0,112;41;34;0,811
09.05.2020;12:32;2195;5;0,4;20,78;0,049;-138,606;0,5;29,7;20,58;0,228;-138,605;0,2087;0,1793;65;54;0,828
09.05.2020;12:37;2195;5;0,4;20,78;0,049;-138,605;0,5;29,7;20,57;0,242;-138,605;0,2173;0,193;67;58;0,863
09.05.2020;12:42;2195;5;0,4;20,78;0,048;-138,605;0,49;29,7;20,61;0,194;-138,605;0,1756;0,1459;54;43;0,795
09.05.2020;12:47;2195;5;0,4;20,78;0,05;-138,605;0,5;29,7;20,58;0,232;-138,605;0,2063;0,1822;64;55;0,857
09.05.2020;12:52;2195;5;0,4;20,78;0,051;-138,605;0,5;29,7;20,61;0,195;-138,605;0,1731;0,1439;54;43;0,796
09.05.2020;12:57;2195;5;0,4;20,78;0,05;-138,605;0,5;29,7;20,65;0,16;-138,606;0,1363;0,11;43;33;0,768
09.05.2020;13:02;2195;5;0,4;20,78;0,049;-138,606;0,5;29,7;20,65;0,158;-138,605;0,1326;0,109;42;33;0,786
09.05.2020;13:07;2195;5;0,4;20,78;0,048;-138,605;0,5;29,8;20,62;0,19;-138,605;0,1694;0,1419;53;43;0,803
09.05.2020;13:12;2195;5;0,4;20,78;0,048;-138,605;0,49;29,8;20,56;0,237;-138,605;0,2234;0,1886;69;56;0,811
09.05.2020;13:17;2195;5;0,4;20,78;0,049;-138,605;0,5;29,9;20,54;0,255;-138,604;0,2394;0,2063;75;62;0,831
09.05.2020;13:22;2195;5;0,4;20,78;0,047;-138,605;0,5;29,9;20,6;0,202;-138,605;0,1805;0,1547;56;46;0,826
09.05.2020;13:27;2195;5;0,4;20,79;0,047;-138,605;0,5;30;20,64;0,175;-138,605;0,1486;0,1282;46;38;0,833
09.05.2020;13:32;2195;5;0,4;20,79;0,046;-138,605;0,5;30;20,65;0,168;-138,605;0,1387;0,1218;43;36;0,851
09.05.2020;13:37;2195;5;0,4;20,79;0,047;-138,605;0,49;30;20,65;0,168;-138,605;0,1363;0,1208;42;36;0,861
09.05.2020;13:42;2195;5;0,4;20,79;0,047;-138,605;0,5;30,1;20,64;0,174;-138,605;0,1473;0,1272;46;38;0,833
09.05.2020;13:47;2195;5;0,4;20,79;0,047;-138,605;0,5;29,9;20,65;0,167;-138,606;0,1375;0,1198;43;36;0,843
09.05.2020;13:52;2195;5;0,4;20,78;0,047;-138,605;0,5;29,8;20,64;0,177;-138,605;0,1473;0,1297;46;39;0,853
09.05.2020;13:57;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,64;0,169;-138,605;0,14;0,1208;44;36;0,833
09.05.2020;14:02;2195;5;0,4;20,79;0,047;-138,605;0,5;29,7;20,64;0,169;-138,605;0,1449;0,1218;45;37;0,807
09.05.2020;14:07;2195;5;0,4;20,79;0,046;-138,605;0,5;29,7;20,64;0,172;-138,605;0,1436;0,1252;45;38;0,843
09.05.2020;14:12;2195;5;0,4;20,79;0,046;-138,606;0,5;29,7;20,64;0,173;-138,605;0,1436;0,1272;44;38;0,86
09.05.2020;14:17;2195;5;0,4;20,79;0,046;-138,605;0,5;29,7;20,64;0,171;-138,605;0,1412;0,1243;44;37;0,853
09.05.2020;14:22;2195;5;0,4;20,79;0,046;-138,605;0,5;29,7;20,64;0,174;-138,606;0,1486;0,1277;46;38;0,829
09.05.2020;14:27;2195;5;0,4;20,79;0,046;-138,605;0,51;29,8;20,56;0,251;-138,605;0,2222;0,2048;69;63;0,903
09.05.2020;14:32;2195;5;0,4;20,79;0,046;-138,605;0,5;29,8;20,55;0,26;-138,606;0,2419;0,2141;75;64;0,859
09.05.2020;14:37;2195;5;0,4;20,79;0,046;-138,606;0,51;29,9;20,59;0,214;-138,606;0,2001;0,168;64;51;0,805
09.05.2020;14:42;2195;5;0,4;20,79;0,046;-138,606;0,5;29,9;20,62;0,183;-138,605;0,1633;0,137;51;41;0,805
09.05.2020;14:47;2195;5;0,4;20,79;0,046;-138,605;0,51;29,9;20,64;0,169;-138,604;0,1436;0,1228;46;38;0,823
09.05.2020;14:52;2195;5;0,4;20,79;0,046;-138,605;0,5;30;20,65;0,169;-138,606;0,14;0,1223;43;37;0,846
09.05.2020;14:57;2195;5;0,4;20,79;0,047;-138,605;0,51;30;20,65;0,168;-138,606;0,1375;0,1213;43;37;0,856
09.05.2020;15:02;2195;5;0,4;20,78;0,047;-138,605;0,5;30;20,65;0,163;-138,605;0,1326;0,1164;41;35;0,851
09.05.2020;15:07;2195;5;0,4;20,79;0,046;-138,605;0,5;30;20,65;0,168;-138,605;0,1363;0,1223;42;37;0,874
09.05.2020;15:12;2195;5;0,4;20,79;0,046;-138,605;0,51;29,9;20,66;0,161;-138,605;0,1314;0,1154;41;35;0,851
09.05.2020;15:17;2195;5;0,4;20,79;0,046;-138,605;0,49;29,8;20,64;0,171;-138,605;0,1424;0,1247;43;37;0,848
09.05.2020;15:22;2195;5;0,4;20,79;0,047;-138,605;0,5;29,7;20,65;0,16;-138,605;0,1338;0,1125;42;34;0,807
09.05.2020;15:27;2195;5;0,4;20,78;0,047;-138,606;0,5;29,7;20,59;0,226;-138,605;0,1989;0,1783;62;54;0,873
09.05.2020;15:32;2195;5;0,4;20,79;0,046;-138,606;0,5;29,7;20,6;0,214;-138,605;0,1878;0,1685;58;51;0,873
09.05.2020;15:37;2195;5;0,4;20,79;0,045;-138,606;0,5;29,7;20,57;0,239;-138,605;0,2198;0,1935;68;58;0,854
09.05.2020;15:42;2195;5;0,4;20,79;0,045;-138,605;0,5;29,8;20,62;0,19;-138,606;0,1719;0,1449;54;44;0,81
09.05.2020;15:47;2195;5;0,4;20,79;0,045;-138,605;0,5;29,8;20,56;0,238;-138,605;0,2259;0,193;70;57;0,823
09.05.2020;15:52;2195;5;0,4;20,79;0,047;-138,605;0,5;29,8;20,5;0,308;-138,606;0,2897;0,2608;89;78;0,877
09.05.2020;15:57;2195;5;0,4;20,79;0,046;-138,605;0,49;29,8;20,6;0,208;-138,605;0,1866;0,1616;57;48;0,836
09.05.2020;16:02;2195;5;0,4;20,79;0,046;-138,605;0,5;29,8;20,63;0,181;-138,605;0,1535;0,1355;48;41;0,857
09.05.2020;16:07;2195;5;0,4;20,79;0,045;-138,605;0,5;29,8;20,65;0,163;-138,605;0,1351;0,1174;42;35;0,84
09.05.2020;16:12;2195;5;0,4;20,79;0,045;-138,605;0,5;29,9;20,65;0,161;-138,605;0,1326;0,1159;41;35;0,846
09.05.2020;16:17;2195;5;0,4;20,79;0,045;-138,606;0,5;29,9;20,66;0,156;-138,606;0,1314;0,1105;41;33;0,807
09.05.2020;16:22;2195;5;0,4;20,79;0,045;-138,605;0,5;30;20,65;0,159;-138,605;0,1363;0,1139;43;34;0,802
09.05.2020;16:27;2195;5;0,4;20,79;0,045;-138,605;0,5;30;20,66;0,156;-138,605;0,1314;0,111;41;33;0,812
09.05.2020;16:32;2195;5;0,4;20,79;0,045;-138,605;0,5;30;20,66;0,151;-138,605;0,1265;0,1061;40;32;0,805
09.05.2020;16:37;2195;5;0,4;20,79;0,045;-138,605;0,5;29,9;20,66;0,153;-138,605;0,1301;0,108;41;33;0,795
09.05.2020;16:42;2195;5;0,4;20,79;0,046;-138,606;0,51;29,7;20,66;0,152;-138,605;0,1277;0,1061;40;32;0,795
09.05.2020;16:47;2195;5;0,4;20,78;0,046;-138,605;0,49;29,7;20,66;0,151;-138,605;0,124;0,1041;38;31;0,806
09.05.2020;16:52;2195;5;0,4;20,79;0,046;-138,605;0,51;29,6;20,64;0,17;-138,605;0,1498;0,1238;48;38;0,79
09.05.2020;16:57;2195;5;0,4;20,79;0,046;-138,605;0,49;29,7;20,52;0,282;-138,605;0,2652;0,2362;80;70;0,866
09.05.2020;17:02;2195;5;0,4;20,79;0,046;-138,605;0,5;29,7;20,57;0,229;-138,605;0,2173;0,1832;68;55;0,81
09.05.2020;17:07;2195;5;0,4;20,79;0,046;-138,605;0,5;29,7;20,54;0,25;-138,606;0,2431;0,2043;76;61;0,807
09.05.2020;17:12;2195;5;0,4;20,79;0,046;-138,605;0,5;29,7;20,6;0,207;-138,605;0,1915;0,1611;60;49;0,807
09.05.2020;17:17;2195;5;0,4;20,79;0,046;-138,606;0,5;29,8;20,63;0,179;-138,604;0,1559;0,1326;48;40;0,818
09.05.2020;17:22;2195;5;0,4;20,79;0,046;-138,605;0,5;29,8;20,64;0,177;-138,605;0,1498;0,1311;47;40;0,848
09.05.2020;17:27;2195;5;0,4;20,78;0,048;-138,605;0,5;29,8;20,63;0,181;-138,605;0,151;0,1326;47;40;0,851
09.05.2020;17:32;2195;5;0,4;20,78;0,048;-138,605;0,51;29,8;20,63;0,182;-138,605;0,1535;0,1341;48;41;0,846
09.05.2020;17:37;2195;5;0,4;20,79;0,047;-138,605;0,5;29,9;20,63;0,182;-138,605;0,1547;0,1351;48;41;0,845
09.05.2020;17:42;2195;5;0,4;20,79;0,046;-138,606;0,5;30;20,63;0,181;-138,604;0,1559;0,1351;49;41;0,837
09.05.2020;17:47;2195;5;0,4;20,79;0,046;-138,605;0,5;30;20,58;0,23;-138,605;0,2038;0,1842;63;55;0,881
09.05.2020;17:52;2195;5;0,4;20,79;0,046;-138,606;0,5;30,1;20,59;0,216;-138,605;0,1928;0,1699;60;51;0,855
09.05.2020;17:57;2195;5;0,4;20,79;0,046;-138,605;0,5;30,1;20,62;0,188;-138,605;0,1657;0,1424;52;43;0,829
09.05.2020;18:02;2195;5;0,4;20,79;0,046;-138,605;0,5;29,9;20,63;0,187;-138,605;0,1608;0,141;50;42;0,849
09.05.2020;18:07;2195;5;0,4;20,78;0,047;-138,606;0,5;29,8;20,62;0,19;-138,605;0,1608;0,1429;50;43;0,863
09.05.2020;18:12;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,55;0,262;-138,605;0,2333;0,2136;71;64;0,896
09.05.2020;18:17;2195;5;0,4;20,78;0,047;-138,605;0,5;29,6;20,53;0,274;-138,604;0,2529;0,2269;78;68;0,874
09.05.2020;18:22;2195;5;0,4;20,79;0,047;-138,605;0,5;29,6;20,48;0,321;-138,605;0,3045;0,2745;94;82;0,879
09.05.2020;18:27;2195;5;0,4;20,79;0,048;-138,606;0,51;29,6;20,51;0,293;-138,605;0,2775;0,2456;87;74;0,859
09.05.2020;18:32;2195;5;0,4;20,79;0,048;-138,606;0,5;29,6;20,47;0,316;-138,605;0,3131;0,2677;97;80;0,824
09.05.2020;18:37;2195;5;0,4;20,78;0,049;-138,606;0,51;29,6;20,56;0,234;-138,605;0,2185;0,1842;69;56;0,809
09.05.2020;18:42;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,59;0,213;-138,606;0,194;0,1655;61;50;0,822
09.05.2020;18:47;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,61;0,201;-138,605;0,1793;0,1527;56;46;0,82
09.05.2020;18:52;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,54;0,262;-138,605;0,2443;0,2141;76;64;0,849
09.05.2020;18:57;2195;5;0,4;20,79;0,047;-138,605;0,49;29,6;20,53;0,268;-138,605;0,2541;0,221;78;66;0,841
09.05.2020;19:02;2195;5;0,4;20,79;0,047;-138,605;0,5;29,6;20,59;0,214;-138,606;0,1964;0,1675;61;50;0,821
09.05.2020;19:07;2195;5;0,4;20,79;0,047;-138,606;0,5;29,5;20,61;0,202;-138,605;0,1817;0,1552;57;47;0,823
09.05.2020;19:12;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,56;0,237;-138,605;0,2198;0,1881;68;56;0,825
09.05.2020;19:17;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,49;0,31;-138,605;0,2922;0,2623;90;79;0,874
09.05.2020;19:22;2195;5;0,4;20,78;0,047;-138,605;0,5;29,7;20,51;0,286;-138,605;0,275;0,2387;86;72;0,839
09.05.2020;19:27;2195;5;0,4;20,78;0,047;-138,605;0,5;29,7;20,53;0,26;-138,605;0,2517;0,2122;78;63;0,81
09.05.2020;19:32;2195;5;0,4;20,78;0,046;-138,605;0,5;29,7;20,57;0,226;-138,606;0,2112;0,1793;66;54;0,816
09.05.2020;19:37;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,58;0,215;-138,605;0,2013;0,1675;63;50;0,797
09.05.2020;19:42;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,6;0,204;-138,605;0,1829;0,1557;57;47;0,819
09.05.2020;19:47;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,6;0,204;-138,605;0,1842;0,1562;58;47;0,816
09.05.2020;19:52;2195;5;0,4;20,78;0,047;-138,606;0,5;29,6;20,62;0,19;-138,605;0,1657;0,1424;52;43;0,829
09.05.2020;19:57;2195;5;0,4;20,79;0,046;-138,605;0,5;29,7;20,54;0,263;-138,605;0,2419;0,2166;74;65;0,872
09.05.2020;20:02;2195;5;0,4;20,79;0,046;-138,606;0,51;29,7;20,56;0,238;-138,605;0,2234;0,192;70;58;0,829
09.05.2020;20:07;2195;5;0,4;20,79;0,047;-138,605;0,5;29,7;20,6;0,206;-138,605;0,1878;0,1586;59;48;0,811
09.05.2020;20:12;2195;5;0,4;20,79;0,046;-138,605;0,5;29,6;20,6;0,206;-138,605;0,1854;0,1591;58;48;0,828
09.05.2020;20:17;2195;5;0,4;20,79;0,046;-138,605;0,51;29,6;20,61;0,199;-138,605;0,1768;0,1532;56;47;0,837
09.05.2020;20:22;2195;5;0,4;20,78;0,047;-138,606;0,5;29,6;20,59;0,22;-138,605;0,1928;0,1724;60;52;0,87
09.05.2020;20:27;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,55;0,255;-138,606;0,2284;0,2053;71;62;0,876
09.05.2020;20:32;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,51;0,296;-138,605;0,2775;0,2465;85;74;0,863
09.05.2020;20:37;2195;5;0,4;20,78;0,049;-138,605;0,5;29,7;20,49;0,312;-138,606;0,2983;0,2623;93;79;0,852
09.05.2020;20:42;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,51;0,286;-138,605;0,2738;0,2372;86;72;0,837
09.05.2020;20:47;2195;5;0,4;20,79;0,048;-138,605;0,5;29,7;20,55;0,243;-138,605;0,232;0,1955;72;58;0,809
09.05.2020;20:52;2195;5;0,4;20,79;0,047;-138,605;0,5;29,6;20,59;0,214;-138,605;0,1952;0,167;61;50;0,824
09.05.2020;20:57;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,61;0,201;-138,605;0,1768;0,1527;55;46;0,834
09.05.2020;21:02;2195;5;0,4;20,79;0,047;-138,605;0,5;29,6;20,62;0,187;-138,605;0,1657;0,14;52;42;0,811
09.05.2020;21:07;2195;5;0,4;20,79;0,047;-138,605;0,5;29,6;20,58;0,22;-138,605;0,2014;0,1729;63;52;0,828
09.05.2020;21:12;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,5;0,307;-138,604;0,2848;0,2573;88;77;0,881
09.05.2020;21:17;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,43;0,354;-138,605;0,3475;0,305;108;91;0,85
09.05.2020;21:22;2195;5;0,4;20,78;0,048;-138,606;0,5;29,6;20,42;0,357;-138,605;0,3597;0,3084;112;93;0,826
09.05.2020;21:27;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,46;0,321;-138,605;0,3254;0,2731;101;82;0,805
09.05.2020;21:32;2195;5;0,4;20,78;0,048;-138,606;0,5;29,7;20,43;0,346;-138,605;0,3524;0,2976;110;89;0,812
09.05.2020;21:37;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,41;0,362;-138,605;0,3708;0,3143;116;95;0,815
09.05.2020;21:42;2195;5;0,4;20,78;0,048;-138,604;0,5;29,6;20,47;0,319;-138,605;0,3192;0,2711;100;81;0,817
09.05.2020;21:47;2195;5;0,4;20,78;0,049;-138,605;0,5;29,7;20,45;0,332;-138,605;0,3339;0,2829;104;85;0,814
09.05.2020;21:52;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,49;0,298;-138,606;0,2971;0,2505;93;75;0,81
09.05.2020;21:57;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,5;0,291;-138,605;0,2885;0,2431;91;73;0,809
09.05.2020;22:02;2195;5;0,4;20,79;0,047;-138,605;0,5;29,6;20,46;0,328;-138,605;0,329;0,2804;103;84;0,82
09.05.2020;22:07;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,46;0,32;-138,605;0,3217;0,2721;101;82;0,813
09.05.2020;22:12;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,5;0,285;-138,605;0,2787;0,2362;87;71;0,815
09.05.2020;22:17;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,56;0,24;-138,605;0,2296;0,192;72;58;0,802
09.05.2020;22:22;2195;5;0,4;20,78;0,05;-138,605;0,5;29,6;20,59;0,209;-138,605;0,1891;0,1586;59;48;0,805
09.05.2020;22:27;2195;5;0,4;20,78;0,049;-138,605;0,5;29,5;20,61;0,192;-138,605;0,1694;0,1434;53;43;0,814
09.05.2020;22:32;2195;5;0,4;20,78;0,049;-138,605;0,5;29,5;20,62;0,188;-138,605;0,167;0,139;52;41;0,797
09.05.2020;22:37;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,51;0,294;-138,604;0,2726;0,2451;84;73;0,876
09.05.2020;22:42;2195;5;0,4;20,78;0,051;-138,605;0,5;29,6;20,56;0,246;-138,605;0,2271;0,195;71;59;0,828
09.05.2020;22:47;2195;5;0,4;20,78;0,05;-138,605;0,5;29,5;20,6;0,201;-138,606;0,1793;0,1508;56;45;0,807
09.05.2020;22:52;2195;5;0,4;20,78;0,048;-138,606;0,51;29,5;20,61;0,194;-138,604;0,1731;0,1459;55;44;0,809
09.05.2020;22:57;2195;5;0,4;20,78;0,048;-138,605;0,49;29,5;20,62;0,19;-138,605;0,1682;0,1424;52;42;0,814
09.05.2020;23:02;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,57;0,23;-138,605;0,2112;0,1817;65;54;0,83
09.05.2020;23:07;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,5;0,291;-138,605;0,2799;0,2436;87;73;0,842
09.05.2020;23:12;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,48;0,307;-138,605;0,2996;0,2583;94;78;0,832
09.05.2020;23:17;2195;5;0,4;20,78;0,048;-138,605;0,51;29,7;20,46;0,324;-138,604;0,3204;0,276;101;84;0,831
09.05.2020;23:22;2195;5;0,4;20,78;0,049;-138,605;0,5;29,7;20,52;0,27;-138,606;0,2615;0,2205;81;66;0,81
09.05.2020;23:27;2195;5;0,4;20,78;0,049;-138,605;0,51;29,6;20,56;0,241;-138,605;0,2259;0,192;72;59;0,818
09.05.2020;23:32;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,54;0,26;-138,605;0,2406;0,2107;75;63;0,848
09.05.2020;23:37;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,59;0,214;-138,605;0,1952;0,166;61;50;0,818
09.05.2020;23:42;2195;5;0,4;20,78;0,048;-138,606;0,5;29,6;20,62;0,19;-138,604;0,1657;0,1419;52;43;0,825
09.05.2020;23:47;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,6;0,206;-138,605;0,1817;0,1562;57;47;0,829
09.05.2020;23:52;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,62;0,192;-138,605;0,1657;0,1439;52;43;0,839
09.05.2020;23:57;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,62;0,187;-138,605;0,1621;0,1385;51;42;0,823
10.05.2020;00:02;2195;5;0,4;20,78;0,048;-138,605;0,49;29,6;20,62;0,192;-138,604;0,1645;0,1439;50;43;0,847
10.05.2020;00:07;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,57;0,234;-138,605;0,2173;0,1861;68;56;0,825
10.05.2020;00:12;2195;5;0,4;20,78;0,048;-138,606;0,5;29,6;20,52;0,281;-138,604;0,2676;0,2328;84;70;0,841
10.05.2020;00:17;2195;5;0,4;20,78;0,049;-138,605;0,5;29,7;20,47;0,321;-138,605;0,3131;0,2716;98;82;0,838
10.05.2020;00:22;2195;5;0,4;20,78;0,05;-138,605;0,51;29,7;20,48;0,308;-138,604;0,3033;0,2573;96;79;0,816
10.05.2020;00:27;2195;5;0,4;20,78;0,05;-138,605;0,49;29,7;20,44;0,343;-138,606;0,3438;0,2932;106;87;0,821
10.05.2020;00:32;2195;5;0,4;20,78;0,049;-138,605;0,49;29,7;20,53;0,263;-138,605;0,2554;0,2136;79;63;0,802
10.05.2020;00:37;2195;5;0,4;20,78;0,048;-138,605;0,51;29,6;20,58;0,221;-138,605;0,2038;0,1729;65;53;0,816
10.05.2020;00:42;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,6;0,202;-138,605;0,1805;0,1537;56;46;0,82
10.05.2020;00:47;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,61;0,195;-138,605;0,1707;0,1468;53;44;0,83
10.05.2020;00:52;2195;5;0,4;20,78;0,05;-138,605;0,5;29,6;20,61;0,202;-138,605;0,1756;0,1518;55;46;0,835
10.05.2020;00:57;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,56;0,247;-138,604;0,2259;0,1984;70;60;0,851
10.05.2020;01:02;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,6;0,208;-138,605;0,1829;0,1591;57;48;0,841
10.05.2020;01:07;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,61;0,201;-138,605;0,1743;0,1532;54;46;0,852
10.05.2020;01:12;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,6;0,202;-138,605;0,1805;0,1537;56;46;0,82
10.05.2020;01:17;2195;5;0,4;20,78;0,048;-138,605;0,5;29,5;20,61;0,199;-138,605;0,1768;0,1513;55;46;0,824
10.05.2020;01:22;2195;5;0,4;20,78;0,049;-138,605;0,5;29,5;20,6;0,206;-138,605;0,1817;0,1562;57;47;0,829
10.05.2020;01:27;2195;5;0,4;20,78;0,049;-138,605;0,5;29,5;20,6;0,208;-138,605;0,1854;0,1591;58;48;0,828
10.05.2020;01:32;2195;5;0,4;20,78;0,048;-138,604;0,5;29,6;20,5;0,295;-138,605;0,2812;0,247;87;74;0,852
10.05.2020;01:37;2195;5;0,4;20,78;0,048;-138,605;0,5;29,6;20,56;0,245;-138,605;0,2284;0,1969;71;59;0,832
10.05.2020;01:42;2195;5;0,4;20,78;0,05;-138,605;0,5;29,5;20,59;0,215;-138,605;0,1952;0,1655;61;50;0,815
10.05.2020;01:47;2195;5;0,4;20,78;0,051;-138,605;0,5;29,5;20,61;0,196;-138,605;0,1707;0,1454;53;44;0,82
10.05.2020;01:52;2195;5;0,4;20,78;0,05;-138,605;0,5;29,5;20,61;0,195;-138,605;0,1707;0,1454;53;44;0,82
10.05.2020;01:57;2195;5;0,4;20,78;0,049;-138,605;0,51;29,5;20,53;0,267;-138,605;0,2505;0,2176;79;66;0,84
10.05.2020;02:02;2195;5;0,4;20,78;0,048;-138,605;0,49;29,5;20,5;0,296;-138,605;0,2824;0,248;86;73;0,851
10.05.2020;02:07;2195;5;0,4;20,78;0,048;-138,605;0,5;29,7;20,49;0,305;-138,606;0,2971;0,2573;92;77;0,837
10.05.2020;02:12;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,51;0,286;-138,605;0,2726;0,2372;84;71;0,842
10.05.2020;02:17;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,56;0,232;-138,605;0,2198;0,1832;69;55;0,799
10.05.2020;02:22;2195;5;0,4;20,78;0,049;-138,605;0,5;29,6;20,59;0,211;-138,605;0,1903;0,1621;60;49;0,82
10.05.2020;02:27;2195;5;0,4;20,78;0,05;-138,605;0,51;29,6;20,61;0,197;-138,605;0,1731;0,1468;55;45;0,816
