211103_TV2_Grp16_PHFD0,00+CD_SPF;;TX001;TX002;TX003;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Strain;Text3;;;;;;;;
2;6823;39,2;HFD 0,05;Text2-2;Text3-2;;;;;;;;
3;6825;30,4;HFD 0,05;Text2-3;Text3-3;;;;;;;;
4;6827;29,2;CD;Text2-4;Text3-4;;;;;;;;
5;6828;30,1;CD;Text2-5;Text3-5;;;;;;;;
6;6829;30,1;CD;Text2-6;Text3-6;;;;;;;;
;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;O2;CO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[%];[%];[ml/h];[ml/h];
04.11.2021;10:57;6823;2;0,55;20,76;0,045;-138,594;0,7;20,39;0,395;157;147;0,937
04.11.2021;11:03;6823;2;0,55;20,76;0,045;-138,594;0,7;20,46;0,326;126;118;0,937
04.11.2021;11:09;6823;2;0,55;20,76;0,045;-138,594;0,7;20,42;0,372;144;137;0,948
04.11.2021;11:15;6823;2;0,55;20,76;0,045;-138,594;0,7;20,45;0,339;131;124;0,943
04.11.2021;11:21;6823;2;0,55;20,76;0,045;-138,594;0,7;20,45;0,337;130;123;0,943
04.11.2021;11:27;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,283;109;100;0,911
04.11.2021;11:33;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,254;98;88;0,894
04.11.2021;11:39;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,263;102;92;0,899
04.11.2021;11:45;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,274;107;96;0,899
04.11.2021;11:51;6823;2;0,55;20,76;0,045;-138,594;0,7;20,49;0,289;113;103;0,905
04.11.2021;11:57;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,281;110;99;0,905
04.11.2021;12:03;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,271;107;95;0,89
04.11.2021;12:09;6823;2;0,55;20,76;0,044;-138,594;0,7;20,5;0,282;113;100;0,886
04.11.2021;12:15;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,275;112;97;0,869
04.11.2021;12:21;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,26;105;90;0,859
04.11.2021;12:27;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,259;105;90;0,859
04.11.2021;12:33;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,245;100;84;0,845
04.11.2021;12:39;6823;2;0,55;20,76;0,045;-138,594;0,71;20,53;0,248;102;86;0,849
04.11.2021;12:45;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,281;111;99;0,891
04.11.2021;12:51;6823;2;0,55;20,76;0,045;-138,594;0,7;20,49;0,3;116;108;0,925
04.11.2021;12:57;6823;2;0,55;20,76;0,045;-138,594;0,7;20,48;0,297;118;106;0,896
04.11.2021;13:03;6823;2;0,55;20,76;0,045;-138,595;0,7;20,48;0,3;119;107;0,897
04.11.2021;13:09;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,249;96;85;0,889
04.11.2021;13:15;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,271;104;95;0,91
04.11.2021;13:21;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,279;107;98;0,921
04.11.2021;13:27;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,271;104;95;0,912
04.11.2021;13:33;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,26;101;90;0,893
04.11.2021;13:39;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,264;103;92;0,889
04.11.2021;13:45;6823;2;0,55;20,76;0,045;-138,594;0,71;20,52;0,264;104;92;0,884
04.11.2021;13:51;6823;2;0,55;20,76;0,045;-138,595;0,7;20,52;0,262;105;91;0,866
04.11.2021;13:57;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,257;101;89;0,883
04.11.2021;14:03;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,251;99;87;0,875
04.11.2021;14:09;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,247;100;85;0,844
04.11.2021;14:15;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,279;110;98;0,898
04.11.2021;14:21;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,253;98;87;0,886
04.11.2021;14:27;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,251;101;86;0,859
04.11.2021;14:33;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,251;104;87;0,832
04.11.2021;14:39;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,252;103;87;0,842
04.11.2021;14:45;6823;2;0,55;20,76;0,045;-138,594;0,7;20,53;0,249;100;86;0,857
04.11.2021;14:51;6823;2;0,55;20,76;0,045;-138,595;0,7;20,51;0,266;105;92;0,875
04.11.2021;14:57;6823;2;0,55;20,76;0,045;-138,594;0,7;20,49;0,295;116;105;0,903
04.11.2021;15:03;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,273;109;96;0,878
04.11.2021;15:09;6823;2;0,55;20,76;0,045;-138,594;0,7;20,55;0,225;90;76;0,843
04.11.2021;15:15;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,258;105;90;0,855
04.11.2021;15:21;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,254;102;87;0,852
04.11.2021;15:27;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,261;107;91;0,851
04.11.2021;15:33;6823;2;0,55;20,76;0,046;-138,594;0,7;20,54;0,231;94;78;0,829
04.11.2021;15:39;6823;2;0,55;20,76;0,046;-138,594;0,7;20,5;0,269;112;94;0,837
04.11.2021;15:45;6823;2;0,55;20,76;0,045;-138,594;0,7;20,54;0,236;94;80;0,849
04.11.2021;15:51;6823;2;0,55;20,76;0,045;-138,595;0,7;20,52;0,258;103;90;0,874
04.11.2021;15:57;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,274;108;96;0,886
04.11.2021;16:03;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,281;109;99;0,905
04.11.2021;16:09;6823;2;0,55;20,76;0,045;-138,594;0,7;20,49;0,296;116;105;0,907
04.11.2021;16:15;6823;2;0,55;20,76;0,045;-138,594;0,7;20,47;0,313;122;112;0,92
04.11.2021;16:21;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,274;107;96;0,899
04.11.2021;16:27;6823;2;0,55;20,76;0,045;-138,595;0,7;20,51;0,272;107;96;0,895
04.11.2021;16:33;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,278;111;98;0,886
04.11.2021;16:39;6823;2;0,55;20,76;0,045;-138,594;0,7;20,49;0,293;114;104;0,912
04.11.2021;16:45;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,28;108;99;0,917
04.11.2021;16:51;6823;2;0,55;20,76;0,045;-138,594;0,7;20,52;0,263;100;92;0,913
04.11.2021;16:57;6823;2;0,55;20,76;0,045;-138,594;0,7;20,5;0,286;112;101;0,907
04.11.2021;17:03;6823;2;0,55;20,76;0,045;-138,594;0,7;20,49;0,297;114;106;0,927
04.11.2021;17:09;6823;2;0,55;20,76;0,045;-138,594;0,7;20,47;0,321;125;116;0,929
04.11.2021;17:15;6823;2;0,55;20,76;0,045;-138,594;0,7;20,48;0,307;120;110;0,912
04.11.2021;17:21;6823;2;0,55;20,76;0,046;-138,594;0,69;20,43;0,346;137;125;0,908
04.11.2021;17:27;6823;2;0,55;20,76;0,046;-138,594;0,7;20,38;0,388;164;144;0,876
04.11.2021;17:33;6823;2;0,55;20,76;0,046;-138,594;0,7;20,44;0,332;139;120;0,867
04.11.2021;17:39;6823;2;0,55;20,76;0,046;-138,594;0,7;20,42;0,351;143;128;0,893
04.11.2021;17:45;6823;2;0,55;20,76;0,046;-138,594;0,7;20,42;0,363;146;133;0,911
04.11.2021;17:51;6823;2;0,55;20,76;0,046;-138,594;0,7;20,4;0,381;154;140;0,911
04.11.2021;17:57;6823;2;0,55;20,76;0,046;-138,594;0,7;20,47;0,313;123;112;0,909
04.11.2021;18:03;6823;2;0,55;20,76;0,046;-138,594;0,7;20,45;0,337;133;123;0,923
04.11.2021;18:09;6823;2;0,55;20,76;0,046;-138,594;0,7;20,49;0,298;117;106;0,909
04.11.2021;18:15;6823;2;0,55;20,76;0,046;-138,594;0,7;20,49;0,296;115;105;0,913
04.11.2021;18:21;6823;2;0,55;20,76;0,046;-138,594;0,7;20,5;0,285;112;101;0,898
04.11.2021;18:27;6823;2;0,55;20,76;0,046;-138,594;0,69;20,49;0,29;112;101;0,91
04.11.2021;18:33;6823;2;0,55;20,76;0,046;-138,594;0,7;20,49;0,293;115;104;0,905
04.11.2021;18:39;6823;2;0,55;20,76;0,046;-138,594;0,7;20,48;0,31;121;111;0,918
04.11.2021;18:45;6823;2;0,55;20,76;0,046;-138,594;0,7;20,49;0,289;114;102;0,892
04.11.2021;18:51;6823;2;0,55;20,76;0,046;-138,594;0,7;20,47;0,308;122;110;0,9
04.11.2021;18:57;6823;2;0,55;20,76;0,046;-138,594;0,7;20,45;0,339;133;123;0,924
04.11.2021;19:03;6823;2;0,55;20,76;0,046;-138,594;0,71;20,38;0,405;163;152;0,932
04.11.2021;19:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,44;0,338;134;122;0,914
04.11.2021;19:15;6823;2;0,55;20,76;0,047;-138,594;0,7;20,46;0,328;128;118;0,918
04.11.2021;19:21;6823;2;0,55;20,76;0,046;-138,594;0,7;20,4;0,381;154;140;0,913
04.11.2021;19:27;6823;2;0,55;20,76;0,046;-138,594;0,7;20,4;0,384;152;142;0,929
04.11.2021;19:33;6823;2;0,55;20,76;0,046;-138,594;0,7;20,37;0,414;168;155;0,921
04.11.2021;19:39;6823;2;0,55;20,76;0,046;-138,594;0,7;20,36;0,417;173;156;0,902
04.11.2021;19:45;6823;2;0,55;20,76;0,046;-138,594;0,7;20,37;0,407;168;151;0,902
04.11.2021;19:51;6823;2;0,55;20,76;0,046;-138,594;0,7;20,39;0,385;156;143;0,916
04.11.2021;19:57;6823;2;0,55;20,76;0,046;-138,594;0,71;20,4;0,378;157;142;0,905
04.11.2021;20:03;6823;2;0,55;20,76;0,046;-138,594;0,69;20,4;0,378;151;138;0,912
04.11.2021;20:09;6823;2;0,55;20,76;0,046;-138,594;0,7;20,48;0,298;117;105;0,899
04.11.2021;20:15;6823;2;0,55;20,76;0,046;-138,594;0,7;20,43;0,349;139;127;0,911
04.11.2021;20:21;6823;2;0,55;20,76;0,046;-138,594;0,7;20,44;0,339;136;123;0,904
04.11.2021;20:27;6823;2;0,55;20,76;0,046;-138,594;0,7;20,41;0,372;151;137;0,906
04.11.2021;20:33;6823;2;0,55;20,76;0,047;-138,594;0,7;20,43;0,354;140;129;0,921
04.11.2021;20:39;6823;2;0,55;20,76;0,046;-138,594;0,7;20,44;0,345;137;126;0,92
04.11.2021;20:45;6823;2;0,55;20,76;0,047;-138,594;0,7;20,45;0,335;133;121;0,911
04.11.2021;20:51;6823;2;0,55;20,76;0,047;-138,594;0,7;20,44;0,339;134;123;0,917
04.11.2021;20:57;6823;2;0,55;20,76;0,047;-138,594;0,7;20,44;0,341;136;123;0,91
04.11.2021;21:03;6823;2;0,55;20,76;0,047;-138,594;0,71;20,48;0,3;119;108;0,906
04.11.2021;21:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,52;0,261;104;90;0,868
04.11.2021;21:15;6823;2;0,55;20,76;0,047;-138,594;0,71;20,52;0,256;104;89;0,851
04.11.2021;21:21;6823;2;0,55;20,76;0,047;-138,594;0,7;20,49;0,293;117;104;0,887
04.11.2021;21:27;6823;2;0,55;20,76;0,046;-138,594;0,7;20,47;0,307;125;110;0,882
04.11.2021;21:33;6823;2;0,55;20,76;0,047;-138,594;0,7;20,48;0,293;119;103;0,866
04.11.2021;21:39;6823;2;0,55;20,76;0,047;-138,594;0,68;20,42;0,358;142;127;0,898
04.11.2021;21:45;6823;2;0,55;20,76;0,047;-138,594;0,7;20,44;0,339;136;123;0,904
04.11.2021;21:51;6823;2;0,55;20,76;0,047;-138,594;0,7;20,42;0,362;147;132;0,902
04.11.2021;21:57;6823;2;0,55;20,76;0,047;-138,594;0,7;20,44;0,339;134;122;0,909
04.11.2021;22:03;6823;2;0,55;20,76;0,047;-138,594;0,7;20,42;0,362;145;132;0,91
04.11.2021;22:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,47;0,31;121;110;0,914
04.11.2021;22:15;6823;2;0,55;20,76;0,048;-138,595;0,7;20,42;0,358;143;131;0,915
04.11.2021;22:21;6823;2;0,55;20,76;0,048;-138,595;0,7;20,43;0,352;141;128;0,91
04.11.2021;22:27;6823;2;0,55;20,76;0,047;-138,594;0,7;20,49;0,29;115;102;0,89
04.11.2021;22:33;6823;2;0,55;20,76;0,047;-138,594;0,7;20,46;0,326;128;118;0,919
04.11.2021;22:39;6823;2;0,55;20,76;0,047;-138,594;0,7;20,49;0,292;115;103;0,894
04.11.2021;22:45;6823;2;0,55;20,76;0,047;-138,594;0,7;20,49;0,288;114;101;0,881
04.11.2021;22:51;6823;2;0,55;20,76;0,047;-138,594;0,7;20,47;0,308;125;110;0,882
04.11.2021;22:57;6823;2;0,55;20,76;0,047;-138,594;0,7;20,46;0,319;130;115;0,878
04.11.2021;23:03;6823;2;0,55;20,76;0,047;-138,594;0,7;20,51;0,271;109;95;0,867
04.11.2021;23:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,52;0,259;103;89;0,866
04.11.2021;23:15;6823;2;0,55;20,76;0,047;-138,594;0,7;20,51;0,266;106;92;0,87
04.11.2021;23:21;6823;2;0,55;20,76;0,047;-138,594;0,7;20,53;0,252;101;87;0,859
04.11.2021;23:27;6823;2;0,55;20,76;0,047;-138,594;0,7;20,53;0,251;100;86;0,86
04.11.2021;23:33;6823;2;0,55;20,76;0,047;-138,594;0,7;20,49;0,289;117;101;0,868
04.11.2021;23:39;6823;2;0,55;20,76;0,048;-138,594;0,7;20,46;0,314;127;112;0,879
04.11.2021;23:45;6823;2;0,55;20,76;0,048;-138,594;0,7;20,4;0,373;153;137;0,895
04.11.2021;23:51;6823;2;0,55;20,76;0,048;-138,594;0,7;20,43;0,352;140;128;0,91
04.11.2021;23:57;6823;2;0,55;20,76;0,048;-138,595;0,7;20,42;0,365;145;134;0,919
05.11.2021;00:03;6823;2;0,55;20,76;0,048;-138,595;0,7;20,51;0,278;108;97;0,898
05.11.2021;00:09;6823;2;0,55;20,76;0,048;-138,594;0,7;20,44;0,342;135;124;0,914
05.11.2021;00:15;6823;2;0,55;20,76;0,048;-138,595;0,7;20,38;0,4;162;148;0,913
05.11.2021;00:21;6823;2;0,55;20,76;0,048;-138,594;0,7;20,48;0,299;117;105;0,902
05.11.2021;00:27;6823;2;0,55;20,76;0,048;-138,594;0,7;20,44;0,34;136;123;0,902
05.11.2021;00:33;6823;2;0,55;20,76;0,048;-138,594;0,7;20,44;0,347;137;125;0,917
05.11.2021;00:39;6823;2;0,55;20,76;0,048;-138,594;0,7;20,49;0,296;116;104;0,899
05.11.2021;00:45;6823;2;0,55;20,76;0,048;-138,594;0,7;20,44;0,34;133;122;0,915
05.11.2021;00:51;6823;2;0,55;20,76;0,048;-138,594;0,7;20,49;0,296;115;105;0,909
05.11.2021;00:57;6823;2;0,55;20,76;0,048;-138,594;0,7;20,48;0,297;118;104;0,883
05.11.2021;01:03;6823;2;0,55;20,76;0,048;-138,594;0,7;20,48;0,303;118;107;0,904
05.11.2021;01:09;6823;2;0,55;20,76;0,048;-138,594;0,7;20,46;0,316;126;113;0,892
05.11.2021;01:15;6823;2;0,55;20,76;0,048;-138,594;0,7;20,48;0,297;120;104;0,874
05.11.2021;01:21;6823;2;0,55;20,76;0,048;-138,594;0,7;20,46;0,31;127;110;0,868
05.11.2021;01:27;6823;2;0,55;20,76;0,048;-138,594;0,7;20,52;0,259;102;88;0,87
05.11.2021;01:33;6823;2;0,55;20,76;0,048;-138,594;0,7;20,5;0,279;110;97;0,884
05.11.2021;01:39;6823;2;0,55;20,76;0,048;-138,594;0,7;20,55;0,231;91;77;0,848
05.11.2021;01:45;6823;2;0,55;20,76;0,048;-138,594;0,7;20,52;0,26;104;89;0,855
05.11.2021;01:51;6823;2;0,55;20,76;0,048;-138,594;0,7;20,48;0,291;118;102;0,86
05.11.2021;01:57;6823;2;0,55;20,76;0,048;-138,594;0,7;20,49;0,284;115;99;0,864
05.11.2021;02:03;6823;2;0,55;20,76;0,047;-138,594;0,7;20,48;0,291;118;103;0,867
05.11.2021;02:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,47;0,312;126;111;0,882
05.11.2021;02:15;6823;2;0,55;20,76;0,047;-138,594;0,7;20,47;0,305;123;108;0,877
05.11.2021;02:21;6823;2;0,55;20,76;0,047;-138,594;0,7;20,51;0,269;109;94;0,858
05.11.2021;02:27;6823;2;0,55;20,76;0,047;-138,594;0,7;20,56;0,22;87;73;0,84
05.11.2021;02:33;6823;2;0,55;20,76;0,047;-138,594;0,7;20,54;0,239;94;81;0,858
05.11.2021;02:39;6823;2;0,55;20,76;0,047;-138,594;0,7;20,48;0,299;118;106;0,901
05.11.2021;02:45;6823;2;0,55;20,76;0,047;-138,594;0,7;20,46;0,315;127;112;0,885
05.11.2021;02:51;6823;2;0,55;20,76;0,047;-138,594;0,7;20,51;0,272;105;94;0,894
05.11.2021;02:57;6823;2;0,55;20,76;0,047;-138,594;0,7;20,52;0,265;102;92;0,901
05.11.2021;03:03;6823;2;0,55;20,76;0,048;-138,594;0,7;20,51;0,278;105;97;0,917
05.11.2021;03:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,51;0,276;106;96;0,908
05.11.2021;03:15;6823;2;0,55;20,76;0,048;-138,594;0,7;20,53;0,253;97;87;0,891
05.11.2021;03:21;6823;2;0,55;20,76;0,047;-138,594;0,7;20,5;0,279;108;97;0,895
05.11.2021;03:27;6823;2;0,55;20,76;0,047;-138,594;0,7;20,5;0,279;109;98;0,897
05.11.2021;03:33;6823;2;0,55;20,76;0,047;-138,594;0,7;20,48;0,305;121;108;0,895
05.11.2021;03:39;6823;2;0,55;20,76;0,047;-138,594;0,7;20,45;0,338;133;122;0,914
05.11.2021;03:45;6823;2;0,55;20,76;0,047;-138,594;0,7;20,44;0,339;136;123;0,902
05.11.2021;03:51;6823;2;0,55;20,76;0,047;-138,594;0,7;20,54;0,24;93;81;0,869
05.11.2021;03:57;6823;2;0,55;20,76;0,047;-138,594;0,7;20,54;0,247;95;84;0,886
05.11.2021;04:03;6823;2;0,55;20,76;0,047;-138,594;0,7;20,52;0,264;103;91;0,88
05.11.2021;04:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,49;0,299;116;106;0,911
05.11.2021;04:15;6823;2;0,55;20,76;0,047;-138,594;0,7;20,41;0,371;147;136;0,923
05.11.2021;04:21;6823;2;0,55;20,76;0,047;-138,594;0,7;20,41;0,375;148;138;0,933
05.11.2021;04:27;6823;2;0,55;20,76;0,047;-138,594;0,7;20,47;0,319;126;115;0,915
05.11.2021;04:33;6823;2;0,55;20,76;0,047;-138,594;0,7;20,51;0,28;108;97;0,905
05.11.2021;04:39;6823;2;0,55;20,76;0,047;-138,594;0,7;20,47;0,319;124;114;0,924
05.11.2021;04:45;6823;2;0,55;20,76;0,047;-138,594;0,71;20,52;0,265;101;93;0,913
05.11.2021;04:51;6823;2;0,55;20,76;0,047;-138,594;0,7;20,42;0,374;144;137;0,948
05.11.2021;04:57;6823;2;0,55;20,76;0,047;-138,594;0,71;20,38;0,407;164;152;0,931
05.11.2021;05:03;6823;2;0,55;20,76;0,048;-138,594;0,7;20,45;0,342;133;123;0,928
05.11.2021;05:09;6823;2;0,55;20,76;0,048;-138,594;0,7;20,38;0,402;161;149;0,926
05.11.2021;05:15;6823;2;0,55;20,76;0,048;-138,594;0,7;20,4;0,385;155;142;0,916
05.11.2021;05:21;6823;2;0,55;20,76;0,048;-138,594;0,7;20,44;0,344;135;124;0,917
05.11.2021;05:27;6823;2;0,55;20,76;0,048;-138,594;0,7;20,45;0,336;132;121;0,913
05.11.2021;05:33;6823;2;0,55;20,76;0,048;-138,594;0,7;20,41;0,368;147;134;0,913
05.11.2021;05:39;6823;2;0,55;20,76;0,049;-138,594;0,7;20,49;0,291;115;101;0,885
05.11.2021;05:45;6823;2;0,55;20,76;0,049;-138,594;0,7;20,45;0,334;132;120;0,908
05.11.2021;05:51;6823;2;0,55;20,76;0,049;-138,594;0,7;20,51;0,273;107;94;0,883
05.11.2021;05:57;6823;2;0,55;20,76;0,049;-138,594;0,7;20,55;0,235;90;78;0,871
05.11.2021;06:03;6823;2;0,55;20,76;0,049;-138,594;0,7;20,5;0,284;110;99;0,903
05.11.2021;06:09;6823;2;0,55;20,76;0,049;-138,594;0,7;20,52;0,262;100;89;0,891
05.11.2021;06:15;6823;2;0,55;20,76;0,049;-138,594;0,7;20,52;0,261;100;89;0,892
05.11.2021;06:21;6823;2;0,55;20,76;0,048;-138,594;0,69;20,51;0,274;102;94;0,918
05.11.2021;06:27;6823;2;0,55;20,76;0,048;-138,594;0,7;20,52;0,263;101;90;0,895
05.11.2021;06:33;6823;2;0,55;20,76;0,048;-138,594;0,7;20,5;0,287;111;101;0,903
05.11.2021;06:39;6823;2;0,55;20,76;0,048;-138,594;0,7;20,51;0,273;106;94;0,894
05.11.2021;06:45;6823;2;0,55;20,76;0,048;-138,594;0,7;20,51;0,264;105;91;0,869
05.11.2021;06:51;6823;2;0,55;20,76;0,048;-138,594;0,7;20,53;0,254;97;86;0,888
05.11.2021;06:57;6823;2;0,55;20,76;0,048;-138,595;0,71;20,54;0,241;95;83;0,869
05.11.2021;07:03;6823;2;0,55;20,76;0,048;-138,595;0,7;20,51;0,267;104;92;0,881
05.11.2021;07:09;6823;2;0,55;20,76;0,049;-138,594;0,7;20,49;0,296;114;104;0,912
05.11.2021;07:15;6823;2;0,55;20,76;0,049;-138,594;0,7;20,53;0,253;98;86;0,877
05.11.2021;07:21;6823;2;0,55;20,76;0,049;-138,594;0,71;20,54;0,243;96;82;0,856
05.11.2021;07:27;6823;2;0,55;20,76;0,049;-138,594;0,7;20,54;0,236;91;78;0,857
05.11.2021;07:33;6823;2;0,55;20,76;0,049;-138,594;0,7;20,54;0,244;95;82;0,864
05.11.2021;07:39;6823;2;0,55;20,76;0,049;-138,594;0,7;20,53;0,259;98;88;0,899
05.11.2021;07:45;6823;2;0,55;20,76;0,049;-138,594;0,71;20,56;0,227;87;75;0,863
05.11.2021;07:51;6823;2;0,55;20,75;0,049;-138,594;0,7;20,56;0,225;83;74;0,892
05.11.2021;07:57;6823;2;0,55;20,76;0,049;-138,594;0,7;20,54;0,248;93;83;0,895
05.11.2021;08:03;6823;2;0,55;20,75;0,049;-138,594;0,7;20,52;0,264;98;90;0,919
05.11.2021;08:09;6823;2;0,55;20,75;0,05;-138,594;0,7;20,53;0,263;98;89;0,915
05.11.2021;08:15;6823;2;0,55;20,75;0,05;-138,594;0,69;20,54;0,249;90;83;0,924
05.11.2021;08:21;6823;2;0,55;20,75;0,049;-138,594;0,7;20,51;0,277;105;95;0,908
05.11.2021;08:27;6823;2;0,55;20,75;0,049;-138,594;0,71;20,55;0,24;90;81;0,902
05.11.2021;08:33;6823;2;0,55;20,75;0,049;-138,594;0,7;20,53;0,254;95;86;0,903
05.11.2021;08:39;6823;2;0,55;20,76;0,049;-138,594;0,7;20,54;0,245;91;82;0,907
05.11.2021;08:45;6823;2;0,55;20,76;0,049;-138,594;0,7;20,53;0,257;95;88;0,919
05.11.2021;08:51;6823;2;0,55;20,76;0,049;-138,594;0,7;20,52;0,269;100;92;0,917
05.11.2021;08:57;6823;2;0,55;20,76;0,049;-138,594;0,7;20,52;0,271;101;94;0,924
05.11.2021;09:03;6823;2;0,55;20,76;0,048;-138,595;0,7;20,54;0,255;94;87;0,926
05.11.2021;09:09;6823;2;0,55;20,76;0,048;-138,595;0,7;20,51;0,275;104;95;0,915
05.11.2021;09:15;6823;2;0,55;20,76;0,048;-138,595;0,7;20,52;0,263;99;90;0,913
05.11.2021;09:21;6823;2;0,55;20,76;0,049;-138,594;0,7;20,52;0,267;101;92;0,916
05.11.2021;09:27;6823;2;0,55;20,76;0,049;-138,594;0,71;20,53;0,253;97;87;0,894
05.11.2021;09:33;6823;2;0,55;20,76;0,049;-138,594;0,7;20,53;0,258;99;88;0,888
05.11.2021;09:39;6823;2;0,55;20,76;0,049;-138,594;0,69;20,53;0,25;94;84;0,888
05.11.2021;09:45;6823;2;0,55;20,76;0,048;-138,595;0,7;20,53;0,257;99;88;0,885
05.11.2021;09:51;6823;2;0,55;20,76;0,048;-138,594;0,7;20,52;0,261;100;90;0,897
05.11.2021;09:57;6823;2;0,55;20,76;0,048;-138,594;0,7;20,53;0,259;98;89;0,907
05.11.2021;10:03;6823;2;0,55;20,76;0,048;-138,594;0,71;20,5;0,285;110;101;0,917
05.11.2021;10:09;6823;2;0,55;20,76;0,047;-138,594;0,7;20,49;0,3;114;106;0,929
05.11.2021;10:15;6823;2;0,55;20,76;0,047;-138,594;0,7;20,48;0,303;118;108;0,914
05.11.2021;10:21;6823;2;0,55;20,76;0,047;-138,594;0,71;20,46;0,319;127;115;0,908
05.11.2021;10:27;6823;2;0,55;20,76;0,046;-138,594;0,7;20,43;0,351;141;128;0,909
05.11.2021;10:33;6823;2;0,55;20,76;0,046;-138,594;0,7;20,45;0,331;129;119;0,925
05.11.2021;10:39;6823;2;0,55;20,76;0,046;-138,594;0,71;20,44;0,344;137;126;0,919
05.11.2021;10:45;6823;2;0,55;20,76;0,046;-138,595;0,71;20,41;0,366;150;135;0,904
05.11.2021;10:51;6823;2;0,55;20,76;0,046;-138,594;0,7;20,47;0,313;126;112;0,886
05.11.2021;10:57;6823;2;0,55;20,76;0,046;-138,594;0,7;20,51;0,269;109;94;0,862
05.11.2021;11:03;6823;2;0,55;20,76;0,046;-138,595;0,7;20,47;0,308;123;110;0,888
05.11.2021;11:09;6823;2;0,55;20,76;0,046;-138,595;0,7;20,49;0,285;114;100;0,875
05.11.2021;11:15;6823;2;0,55;20,76;0,046;-138,595;0,7;20,51;0,266;111;93;0,839
05.11.2021;11:21;6823;2;0,55;20,76;0,046;-138,595;0,7;20,55;0,231;92;77;0,835
05.11.2021;11:27;6823;2;0,55;20,76;0,046;-138,594;0,7;20,53;0,245;99;84;0,843
05.11.2021;11:33;6823;2;0,55;20,76;0,046;-138,594;0,7;20,53;0,249;101;86;0,846
05.11.2021;11:39;6823;2;0,55;20,76;0,046;-138,595;0,71;20,53;0,24;100;82;0,82
05.11.2021;11:45;6823;2;0,55;20,76;0,046;-138,595;0,7;20,54;0,232;95;78;0,82
05.11.2021;11:51;6823;2;0,55;20,76;0,046;-138,595;0,7;20,55;0,224;93;75;0,805
05.11.2021;11:57;6823;2;0,55;20,76;0,046;-138,595;0,7;20,56;0,213;88;70;0,8
05.11.2021;12:03;6823;2;0,55;20,76;0,046;-138,595;0,7;20,57;0,203;82;66;0,802
05.11.2021;12:09;6823;2;0,55;20,76;0,046;-138,595;0,71;20,57;0,199;82;65;0,791
05.11.2021;12:15;6823;2;0,55;20,76;0,045;-138,595;0,7;20,56;0,208;86;68;0,798
05.11.2021;12:21;6823;2;0,55;20,76;0,045;-138,594;0,7;20,51;0,261;109;91;0,836
05.11.2021;12:27;6823;2;0,55;20,76;0,046;-138,595;0,7;20,52;0,255;102;88;0,862
